id,latitude,longitude,geoAltitude
31,,,10965.18
79,,,11277.6
89,,,11582.4
101,,,11887.2
132,,,9014.46
232,,,10668.0
241,,,10965.18
277,,,11277.6
301,,,12184.38
367,,,9022.08
369,,,11582.4
386,,,10058.4
398,,,11887.2
448,,,10668.0
503,,,12192.0
519,,,11277.6
525,,,10965.18
585,,,11582.4
593,,,11887.2
657,,,10058.4
725,,,11590.02
727,,,10668.0
794,,,11582.4
805,,,12184.38
812,,,11277.6
816,,,10965.18
819,,,9029.7
829,,,11887.2
935,,,10668.0
954,,,12192.0
959,,,11277.6
1038,,,10965.18
1065,,,9037.32
1074,,,12184.38
1075,,,11582.4
1090,,,11277.6
1092,,,11887.2
1169,,,10668.0
1199,,,12192.0
1200,,,11887.2
1237,,,10965.18
1266,,,9037.32
1285,,,12184.38
1298,,,11887.2
1312,,,10058.4
1327,,,11582.4
1372,,,10660.38
1461,,,12192.0
1506,,,10965.18
1513,,,11887.2
1604,,,10058.4
1616,,,11582.4
1663,,,10660.38
1735,,,11887.2
1744,,,11887.2
1756,,,9044.94
1761,,,12192.0
1789,,,12184.38
1790,,,10965.18
1832,,,11582.4
1848,,,11277.6
1888,,,11277.6
1985,,,10965.18
2003,,,11887.2
2071,,,11277.6
2080,,,11582.4
2174,,,10965.18
2197,,,10660.38
2198,,,10660.38
2229,,,12184.38
2239,,,12192.0
2293,,,9060.18
2302,,,11887.2
2317,,,10058.4
2332,,,11277.6
2372,,,11582.4
2386,,,10965.18
2451,,,12184.38
2458,,,11277.6
2501,,,10660.38
2502,,,10660.38
2531,,,11887.2
2532,,,9060.18
2579,,,11277.6
2644,,,11582.4
2672,,,12184.38
2685,,,10972.8
2745,,,9067.8
2746,,,9067.8
2760,,,11887.2
2787,,,11277.6
2788,,,12192.0
2834,,,11582.4
2864,,,10058.4
2877,,,12184.38
2969,,,10965.18
2971,,,9067.8
2982,,,10668.0
2983,,,10668.0
3008,,,11887.2
3017,,,12192.0
3060,,,11277.6
3115,,,11582.4
3193,,,9075.42
3201,,,10965.18
3223,,,10660.38
3276,,,11887.2
3281,,,12192.0
3339,,,11277.6
3354,,,11582.4
3405,,,12184.38
3432,,,10058.4
3435,,,9075.42
3451,,,10972.8
3498,,,12192.0
3502,,,10660.38
3531,,,11277.6
3591,,,11887.2
3612,,,11582.4
3628,,,12184.38
3669,,,10965.18
3671,,,9083.04
3742,,,10660.38
3772,,,12192.0
3799,,,11277.6
3813,,,12184.38
3842,,,11887.2
3894,,,11582.4
3900,,,9090.66
3930,,,10058.4
3963,,,10965.18
4011,,,10660.38
4037,,,11277.6
4066,,,12184.38
4108,,,9090.66
4109,,,9090.66
4131,,,11887.2
4165,,,10058.4
4229,,,11887.2
4238,,,10965.18
4258,,,10668.0
4266,,,11582.4
4274,,,11277.6
4308,,,12184.38
4367,,,12192.0
4407,,,11887.2
4455,,,10058.4
4491,,,10972.8
4506,,,10660.38
4509,,,11277.6
4510,,,11277.6
4586,,,12192.0
4621,,,9098.28
4643,,,10058.4
4664,,,11887.2
4711,,,11887.2
4776,,,10660.38
4793,,,12192.0
4840,,,11277.6
4907,,,11887.2
4925,,,11582.4
4954,,,11277.6
4957,,,10965.18
5019,,,10660.38
5069,,,10058.4
5112,,,11582.4
5156,,,10965.18
5171,,,11887.2
5248,,,11277.6
5250,,,11887.2
5275,,,10660.38
5286,,,12192.0
5362,,,11582.4
5375,,,11582.4
5451,,,11887.2
5453,,,11277.6
5494,,,10660.38
5546,,,12192.0
5595,,,11582.4
5659,,,9121.14
5660,,,9121.14
5662,,,11887.2
5707,,,10965.18
5731,,,11277.6
5762,,,12192.0
5767,,,10058.4
5836,,,11582.4
5845,,,11277.6
5857,,,11582.4
5895,,,11277.6
5938,,,10965.18
5945,,,11887.2
5997,,,10660.38
6004,,,11277.6
6030,,,12192.0
6051,,,12184.38
6111,,,11582.4
6209,,,11887.2
6211,,,11277.6
6218,,,10668.0
6225,,,10058.4
6264,,,12192.0
6290,,,11277.6
6302,,,12192.0
6374,,,11582.4
6426,,,10965.18
6432,,,10058.4
6446,,,11887.2
6478,,,11277.6
6490,,,10668.0
6491,,,10668.0
6537,,,12192.0
6589,,,11277.6
6652,,,11887.2
6669,,,10058.4
6673,,,11582.4
6674,,,11887.2
6685,,,9136.38
6692,,,10965.18
6748,,,12184.38
6756,,,10660.38
6795,,,11277.6
6867,,,12192.0
6947,,,11887.2
6970,,,11582.4
6971,,,10965.18
6978,,,10668.0
6979,,,10668.0
7035,,,12192.0
7105,,,11277.6
7116,,,10058.4
7177,,,11887.2
7178,,,11887.2
7184,,,11582.4
7209,,,11887.2
7224,,,10660.38
7312,,,11277.6
7318,,,12192.0
7329,,,11277.6
7350,,,10058.4
7386,,,12192.0
7444,,,11582.4
7462,,,11887.2
7505,,,10668.0
7534,,,12192.0
7606,,,11277.6
7619,,,12192.0
7657,,,10965.18
7670,,,11582.4
7724,,,11887.2
7731,,,12192.0
7813,,,12192.0
7833,,,11277.6
7855,,,10965.18
7908,,,11582.4
7913,,,11582.4
7993,,,12192.0
7999,,,11887.2
8058,,,12192.0
8092,,,10965.18
8119,,,9159.24
8151,,,11582.4
8171,,,10668.0
8207,,,11887.2
8254,,,11277.6
8357,,,12192.0
8372,,,10965.18
8383,,,11277.6
8421,,,11582.4
8444,,,11887.2
8470,,,12192.0
8579,,,11277.6
8581,,,10058.4
8643,,,11582.4
8648,,,10965.18
8685,,,11887.2
8697,,,10668.0
8725,,,12192.0
8767,,,11277.6
8812,,,10058.4
8826,,,11277.6
8865,,,12192.0
8892,,,10965.18
8981,,,10668.0
8983,,,11887.2
8985,,,12192.0
9077,,,11277.6
9091,,,12192.0
9147,,,10965.18
9210,,,9174.48
9230,,,10668.0
9251,,,11887.2
9260,,,10058.4
9293,,,12192.0
9303,,,11277.6
9341,,,12192.0
9348,,,11582.4
9376,,,11277.6
9421,,,9182.1
9436,,,11582.4
9437,,,10965.18
9484,,,10668.0
9532,,,11887.2
9561,,,12192.0
9613,,,12192.0
9633,,,11277.6
9655,,,11582.4
9705,,,10965.18
9754,,,11887.2
9859,,,12192.0
9915,,,11277.6
9966,,,10965.18
10009,,,10668.0
10023,,,11887.2
10039,,,12192.0
10043,,,10058.4
10135,,,11277.6
10193,,,9189.72
10230,,,11887.2
10243,,,11582.4
10244,,,10965.18
10360,,,11277.6
10386,,,11277.6
10435,,,10058.4
10453,,,10965.18
10463,,,11582.4
10480,,,12192.0
10489,,,11887.2
10545,,,10668.0
10551,,,11277.6
10642,,,11582.4
10649,,,9204.96
10703,,,11887.2
10707,,,10965.18
10731,,,11582.4
10793,,,11277.6
10883,,,11277.6
10897,,,9204.96
10968,,,12192.0
10975,,,10965.18
10984,,,10058.4
10992,,,11582.4
10997,,,11887.2
11067,,,11277.6
11085,,,10668.0
11126,,,9212.58
11160,,,11582.4
11188,,,11887.2
11217,,,10965.18
11225,,,12192.0
11259,,,11582.4
11262,,,10058.4
11308,,,10668.0
11334,,,11277.6
11401,,,12192.0
11417,,,11887.2
11437,,,12192.0
11440,,,11277.6
11517,,,10965.18
11545,,,10668.0
11549,,,10058.4
11593,,,9220.2
11605,,,11277.6
11668,,,12192.0
11695,,,12192.0
11706,,,11887.2
11712,,,11887.2
11719,,,11582.4
11772,,,10965.18
11779,,,11582.4
11842,,,10668.0
11844,,,12192.0
11852,,,11277.6
11924,,,12192.0
11925,,,11277.6
11992,,,9227.82
11997,,,10058.4
12003,,,10965.18
12071,,,11582.4
12087,,,11277.6
12119,,,10668.0
12145,,,11277.6
12155,,,12192.0
12213,,,11887.2
12285,,,9227.82
12288,,,10965.18
12349,,,11277.6
12355,,,11582.4
12478,,,11887.2
12496,,,11582.4
12519,,,10965.18
12522,,,10058.4
12613,,,11277.6
12638,,,11582.4
12666,,,11887.2
12719,,,10965.18
12757,,,10058.4
12811,,,12192.0
12821,,,9235.44
12843,,,11277.6
12871,,,12192.0
12877,,,11277.6
12889,,,11887.2
12922,,,11582.4
12994,,,10965.18
13040,,,10058.4
13043,,,10668.0
13058,,,9243.06
13059,,,9243.06
13137,,,11277.6
13191,,,11582.4
13192,,,11887.2
13251,,,11894.82
13278,,,9243.06
13294,,,10668.0
13296,,,10965.18
13363,,,11277.6
13431,,,11277.6
13466,,,11582.4
13507,,,11887.2
13530,,,9250.68
13531,,,9250.68
13552,,,10965.18
13719,,,11277.6
13738,,,11887.2
13740,,,11582.4
13744,,,11582.4
13751,,,9250.68
13760,,,10965.18
13798,,,11887.2
13813,,,11277.6
13944,,,12192.0
13945,,,12192.0
13977,,,11277.6
13989,,,10965.18
14011,,,9258.3
14028,,,11582.4
14039,,,11887.2
14076,,,10668.0
14077,,,10668.0
14176,,,12184.38
14177,,,12184.38
14220,,,10058.4
14221,,,10058.4
14246,,,11887.2
14266,,,11582.4
14279,,,12192.0
14293,,,10965.18
14311,,,10668.0
14320,,,11582.4
14332,,,11277.6
14440,,,11277.6
14457,,,12192.0
14489,,,11887.2
14490,,,10058.4
14593,,,10965.18
14631,,,11582.4
14650,,,11277.6
14721,,,11887.2
14732,,,10058.4
14782,,,10668.0
14794,,,12192.0
14795,,,11582.4
14800,,,11277.6
14835,,,9273.54
14842,,,11582.4
14862,,,10965.18
14981,,,11887.2
15006,,,12192.0
15028,,,12184.38
15046,,,11582.4
15052,,,10668.0
15074,,,10965.18
15080,,,9273.54
15204,,,11887.2
15211,,,10058.4
15226,,,11277.6
15240,,,12192.0
15262,,,11582.4
15292,,,11277.6
15332,,,10668.0
15334,,,11582.4
15361,,,10965.18
15492,,,11887.2
15500,,,11277.6
15569,,,12192.0
15588,,,10668.0
15591,,,9281.16
15614,,,10965.18
15625,,,11582.4
15737,,,12192.0
15756,,,11277.6
15775,,,11887.2
15779,,,12192.0
15860,,,10965.18
15873,,,11582.4
15944,,,12192.0
15950,,,11277.6
16020,,,12192.0
16043,,,10668.0
16050,,,11887.2
16098,,,10965.18
16160,,,11582.4
16200,,,11582.4
16220,,,11277.6
16223,,,10058.4
16301,,,10965.18
16311,,,10668.0
16336,,,11887.2
16428,,,11582.4
16435,,,9296.4
16436,,,9296.4
16487,,,11277.6
16508,,,12192.0
16517,,,12192.0
16548,,,10965.18
16611,,,11887.2
16615,,,10668.0
16657,,,11582.4
16762,,,11277.6
16782,,,10058.4
16804,,,10965.18
16815,,,12192.0
16897,,,11887.2
16901,,,10668.0
16949,,,11582.4
17068,,,11277.6
17094,,,12192.0
17108,,,10965.18
17134,,,10668.0
17159,,,11582.4
17166,,,11887.2
17222,,,12184.38
17322,,,10965.18
17323,,,11277.6
17392,,,10668.0
17400,,,11582.4
17437,,,11887.2
17465,,,9311.64
17521,,,11277.6
17528,,,10965.18
17629,,,11582.4
17655,,,11887.2
17684,,,11582.4
17685,,,10668.0
17758,,,11277.6
17787,,,11582.4
17801,,,12184.38
17852,,,10965.18
17878,,,12192.0
17891,,,11582.4
17946,,,10668.0
17957,,,11887.2
17999,,,11582.4
18003,,,12184.38
18017,,,9319.26
18090,,,11582.4
18092,,,11277.6
18117,,,12192.0
18136,,,10965.18
18199,,,11887.2
18202,,,11582.4
18256,,,12192.0
18326,,,12192.0
18337,,,11285.22
18362,,,11582.4
18370,,,11277.6
18385,,,10965.18
18410,,,11887.2
18422,,,10058.4
18483,,,10668.0
18518,,,12184.38
18528,,,9326.88
18612,,,10965.18
18642,,,11582.4
18672,,,11277.6
18705,,,11887.2
18806,,,12192.0
18809,,,10668.0
18810,,,10668.0
18842,,,12192.0
18903,,,10965.18
18909,,,11582.4
18930,,,11277.6
18966,,,11887.2
18972,,,10058.4
18976,,,9334.5
18977,,,9334.5
19010,,,11887.2
19059,,,10668.0
19131,,,12192.0
19140,,,11582.4
19178,,,10965.18
19185,,,11277.6
19201,,,11277.6
19202,,,11582.4
19272,,,10058.4
19345,,,10668.0
19409,,,11277.6
19417,,,11285.22
19429,,,11582.4
19442,,,10965.18
19483,,,9342.12
19484,,,9342.12
19528,,,10058.4
19538,,,10668.0
19573,,,11887.2
19601,,,11582.4
19623,,,12184.38
19624,,,12184.38
19633,,,11277.6
19669,,,11582.4
19720,,,10965.18
19810,,,10058.4
19824,,,11887.2
19853,,,11277.6
19919,,,11285.22
19943,,,10965.18
19967,,,11582.4
20020,,,9349.74
20030,,,10668.0
20068,,,11887.2
20145,,,11277.6
20148,,,12184.38
20191,,,10965.18
20198,,,12192.0
20200,,,11582.4
20269,,,9357.36
20282,,,11887.2
20308,,,10668.0
20323,,,11582.4
20385,,,12184.38
20386,,,10965.18
20389,,,11277.6
20400,,,11285.22
20431,,,12192.0
20443,,,11582.4
20535,,,11887.2
20581,,,10058.4
20593,,,10965.18
20622,,,11277.6
20702,,,11582.4
20742,,,10668.0
20743,,,10668.0
20760,,,11887.2
20818,,,10965.18
20835,,,11285.22
20908,,,11582.4
20998,,,10668.0
21044,,,11887.2
21053,,,10965.18
21118,,,11582.4
21129,,,12192.0
21243,,,11277.6
21251,,,11887.2
21256,,,10965.18
21264,,,10058.4
21470,,,10668.0
21489,,,10058.4
21498,,,10965.18
21500,,,9380.22
21512,,,11277.6
21558,,,11887.2
21619,,,11582.4
21716,,,10965.18
21726,,,10668.0
21754,,,11582.4
21817,,,11277.6
21818,,,11887.2
21915,,,11582.4
21937,,,10965.18
21957,,,10058.4
22055,,,11887.2
22056,,,11887.2
22074,,,11277.6
22197,,,12184.38
22230,,,11582.4
22237,,,10965.18
22250,,,10668.0
22272,,,11582.4
22284,,,11887.2
22324,,,11582.4
22414,,,12192.0
22445,,,10668.0
22473,,,10965.18
22520,,,11887.2
22521,,,11887.2
22524,,,11887.2
22525,,,11887.2
22581,,,11277.6
22636,,,11582.4
22673,,,10058.4
22687,,,10965.18
22729,,,10668.0
22730,,,10668.0
22817,,,11887.2
22865,,,11277.6
22893,,,11582.4
22895,,,12192.0
22932,,,10965.18
23006,,,9403.08
23007,,,9403.08
23013,,,11887.2
23064,,,11887.2
23082,,,11277.6
23121,,,11582.4
23129,,,12184.38
23155,,,10965.18
23288,,,11277.6
23308,,,11887.2
23324,,,11582.4
23359,,,10668.0
23407,,,10058.4
23416,,,10965.18
23499,,,11887.2
23501,,,11887.2
23548,,,11582.4
23572,,,11277.6
23617,,,11582.4
23618,,,10965.18
23638,,,9410.7
23725,,,11887.2
23820,,,11582.4
23854,,,11277.6
23864,,,11277.6
23867,,,11582.4
23873,,,10965.18
23903,,,10058.4
23945,,,12192.0
23962,,,12184.38
23985,,,11887.2
23986,,,11887.2
23992,,,11887.2
24076,,,10965.18
24113,,,11582.4
24127,,,11277.6
24130,,,11582.4
24136,,,10668.0
24159,,,10058.4
24171,,,12184.38
24181,,,12192.0
24246,,,11887.2
24296,,,11277.6
24319,,,10965.18
24358,,,9425.94
24362,,,11582.4
